ID	Qwen3 8B	GPT	Qwen3 32B	Year	Decade	Period	Century	Author	Journal
rspa_1933_0024	Physics	Physics	Physics	1933	1930	1900	1900	S. C. Deb,M. Sc.|M. N. Saha,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsnr_1970_0008	Humanities	Humanities	Humanities	1970	1970	1950	1900	Trevor H. Levere|Sir Harold Hartley,F. R. S. |Professor R. V. Jones,F. R. S.	Notes and Records of the Royal Society of London
rspa_1964_0178	Physics	Physics	Engineering and Technology	1964	1960	1950	1900	J. Lamb|A. J. Matheson|J. M. Robertson,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
103305	Astronomy	Astronomy	Astronomy	1717	1710	1700	1700	Mr. Gascoigne|Mr. Crabtrie|W. Derham	Philosophical Transactions (1683-1775)
107654	Earth Sciences	Earth Sciences	Earth Sciences	1823	1820	1800	1800	Peter Barlow	Philosophical Transactions of the Royal Society of London
rsta_1975_0021	Physics	Earth Sciences	Earth Sciences	1975	1970	1950	1900	D. G. King-Hele,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1965_0102	Chemistry	Chemistry	Chemistry	1965	1960	1950	1900	Elizabeth Rhodes|W. E. Smith|A. R. Ubbelohde,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1968_0100	Chemistry	Chemistry	Chemistry	1968	1960	1950	1900	A. I. M. Rae|R. Mason|C. A. Coulson,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1961_0032	Physics	Physics	Physics	1961	1960	1950	1900	P. Dean|Sir Gordon Sutherland,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1992_0041	Biology	Biology	Biology	1992	1990	1950	1900	G. A. Horridge|Ljerka Marcelja	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1959_0001	Physics	Physics	Physics	1959	1950	1950	1900	L. Rotherham	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspl_1886_0026	Physics	Physics	Chemistry	1886	1880	1850	1800	William Crookes,F. R. S.	Proceedings of the Royal Society of London
rspa_1953_0004	Chemistry	Chemistry	Chemistry	1953	1950	1950	1900	M. F. R. Mulcahy|I. C. Watt|Sir Cyril Hinshelwood,For. Sec. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
112761	Earth Sciences	Earth Sciences	Earth Sciences	1869	1860	1850	1800	Samuel Haughton	Proceedings of the Royal Society of London
rspa_1967_0043	Chemistry	Engineering and Technology	Engineering and Technology	1967	1960	1950	1900	G. P. Tewari|F. J. Weinberg|A. G. Gaydon,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspl_1890_0054	Biology	Chemistry	Chemistry	1890	1890	1850	1800	V. H. Veley,M. A.|Profesor Odling,F. R. S.	Proceedings of the Royal Society of London
rsta_1956_0003	Mathematics	Mathematics	Mathematics	1956	1950	1950	1900	A. Fr\#xF6,hlich|J. C. Shepherdson|H. A. Heilbronn,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rstb_1969_0028	Biology	Biology	Biology	1969	1960	1950	1900	E. J. H. Corner,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences
rspa_1925_0124	Earth Sciences	Earth Sciences	Earth Sciences	1925	1920	1900	1900	D. B. Deodhar,M. Sc.|Prof. O. W. Richardson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rstb_1996_0089	Biology	Biology	Biology	1996	1990	1950	1900	P. R. Boyle |S. V. Boletzky |M. R. Clarke	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1961_0143	Chemistry	Chemistry	Chemistry	1961	1960	1950	1900	J. F. McKellar|R. G. W. Norrish,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsnr_1948_0014	Biology	Biology	Biology	1948	1940	1900	1900		Notes and Records of the Royal Society of London
rsbm_1955_0016	Humanities	Humanities	Humanities	1955	1950	1950	1900	H. W. Turnbull|Archibald Read Richardson	Biographical Memoirs of Fellows of the Royal Society
rspa_1971_0013	Physics	Physics	Engineering and Technology	1971	1970	1950	1900	R. Vincent|D. W. Pashley,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1994_0002	Engineering and Technology	Engineering and Technology	Engineering and Technology	1994	1990	1950	1900	J. Wang|B. L. Karihaloo	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
103186	Physics	Physics	Physics	1713	1710	1700	1700	Francis Hauksbee	Philosophical Transactions (1683-1775)
rspa_1965_0236	Earth Sciences	Earth Sciences	Earth Sciences	1965	1960	1950	1900	W. Priester|D. R. Bates,F. R. S.|P. A. Sheppard,F. R. S. |R. C. Sutcliffe,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1957_0018	Mathematics	Physics	Mathematics	1957	1950	1950	1900	M. S. Longuet-Higgins|G. E. R. Deacon,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsta_1990_0184	Physics	Physics	Physics	1990	1990	1950	1900	P. Mansfield|P. Mansfield|E. L. Hahn	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
rspa_1929_0041	Chemistry	Chemistry	Chemistry	1929	1920	1900	1900	T. P. Hilditch,D. Sc.|N. L. Vidyarthi|E. F. Armstrong,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspl_1899_0034	Physics	Physics	Physics	1899	1890	1850	1800	C. G. Lamb,M. A.,B. Sc.|W. G. Wilson,B. A.	Proceedings of the Royal Society of London
rspa_1937_0120	Physics	Physics	Physics	1937	1930	1900	1900	H. O. W. Richardson|Alice Leigh-Smith|J. Chadwick,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
106274	Physics	Physics	Earth Sciences	1776	1770	1750	1700	Thomas Hutchins	Philosophical Transactions of the Royal Society of London
rspa_1992_0074	Mathematics	Mathematics	Mathematics	1992	1990	1950	1900	David Kinderlehrer|Biao Ou|J. M. Ball	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rsta_1979_0089	Physics	Physics	Physics	1979	1970	1950	1900	G. W. Series,F. R. S. |A. D. Buckingham,F. R. S. |G. W. Series,F. R. S. |E. R. Pike|J. G. Powles	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rstb_1996_0110	Biology	Biology	Biology	1996	1990	1950	1900	Spencer C. H. Barrett|Lawrence D. Harder|Anne C. Worley	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1970_0035	Chemistry	Chemistry	Chemistry	1970	1970	1950	1900	G. Porter,F. R. S. |M. R. Topp	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspb_1988_0070	Biology	Biology	Biology	1988	1980	1950	1900	A. N. Hodgson|J. M. Baxter|M. G. Sturrock|R. T. F. Bernard|W. D. P. Stewart,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1932_0001	Biology	Biology	Biology	1932	1930	1900	1900	Mary Snow,M.A.,B.Sc. |R. Snow,M.A.,B.Sc. |Sir Frederick Keeble,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1935_0096	Physics	Physics	Physics	1935	1930	1900	1900	W. Jackson,M. Sc.|R. V. Southwell,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rsnr_1970_0015	Engineering and Technology	Engineering and Technology	Engineering and Technology	1970	1970	1950	1900	Eric Robinson|Sir Harold Hartley,F. R. S. |Professor R. V. Jones,F. R. S.	Notes and Records of the Royal Society of London
rspb_1993_0006	Biology	Biology	Biology	1993	1990	1950	1900	Darryl S. Reed|John B. Gibson	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1930_0081	Physics	Physics	Physics	1930	1930	1900	1900	A. Elliott,B. Sc.|O. W. Richardson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1974_0155	Engineering and Technology	Engineering and Technology	Engineering and Technology	1974	1970	1950	1900	F. A. Leckie|D. R. Hayhurst|Sir John Baker,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
112094	Physics	Physics	Earth Sciences	1865	1860	1850	1800	Joseph D. Everett	Proceedings of the Royal Society of London
104554	Earth Sciences	Earth Sciences	Earth Sciences	1748	1740	1700	1700	John Lining	Philosophical Transactions (1683-1775)
rsta_1982_0102	Astronomy	Astronomy	Astronomy	1982	1980	1950	1900	P. L. Richards|R. Fabbri|D. Lyden-Bell,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspb_1970_0020	Biology	Biology	Biology	1970	1970	1950	1900	S. L. Tamm|G. A. Horridge,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
103858	Physics	Physics	Physics	1733	1730	1700	1700	Petrus Van Muschenbroek	Philosophical Transactions (1683-1775)
rspa_1967_0063	Physics	Physics	Physics	1967	1960	1950	1900	B. L. Evans|P. A. Young|R. W. Ditchburn,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1978_0062	Physics	Physics	Physics	1978	1970	1950	1900	R. J. Baxter|C. Domb,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
109735	Physics	Physics	Physics	1800	1800	1800	1800	James Ivory	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
111315	Physics	Physics	Physics	1856	1850	1850	1800	J. P. Joule	Proceedings of the Royal Society of London
rstb_1984_0027	Biology	Biology	Biology	1984	1980	1950	1900	D. Boulter|Sir Leslie Fowden,F. R. S. |B. J. Miflin	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspb_1992_0069	Biology	Biology	Biology	1992	1990	1950	1900	Geoffrey Hale|Nicola G. Wallis|Richard N. Perham	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspb_1939_0018	Biology	Physics	Biology	1939	1930	1900	1900	J. Thewlis|W. L. Bragg,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspb_1939_0015	Chemistry	Chemistry	Chemistry	1939	1930	1900	1900	E. C. Dodds|L. Golberg|W. Lawson|Sir Robert Robinson,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspa_1963_0202	Physics	Physics	Physics	1963	1960	1950	1900	J. D. Filby|Douglas L. Martin|D. K. C. MacDonald F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
103396	Medicine	Medicine	Medicine	1720	1720	1700	1700	Dr. Rutty	Philosophical Transactions (1683-1775)
rspa_1912_0110	Chemistry	Chemistry	Chemistry	1912	1910	1900	1900	F. P. Worley,M. A.,M. Sc.|Prof. H. E. Armstrong,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsta_1889_0007	Physics	Physics	Physics	1889	1880	1850	1800	J. A. Ewing,B. Sc.,F. R. S.|William Low	Philosophical Transactions of the Royal Society of London. (A.)
rstb_1981_0124b	Biology	Chemistry	Biology	1981	1980	1950	1900	R. Baker|C. Longhurst|L. Fowden,F. R. S. |I. J. Graham-Bryce	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1934_0019	Physics	Physics	Physics	1934	1930	1900	1900	M. F. Crawford|A. B. McLay|Professor J. C. McLennan,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1968_0176	Physics	Physics	Engineering and Technology	1968	1960	1950	1900	L. K. France|M. H. Loretto|G. V. Raynor,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
107820	Biology	Biology	Biology	1826	1820	1800	1800	Edward Osler	Philosophical Transactions of the Royal Society of London
101538	Astronomy	Astronomy	Astronomy	1665	1660	1650	1600	M. Auzout	Philosophical Transactions (1665-1678)
rstb_1979_0007	Biology	Biology	Biology	1979	1970	1950	1900	J. B. Messenger|J. Z. Young,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspb_1982_0050	Biology	Biology	Biology	1982	1980	1950	1900	J. Stevens|J. F. Loutit,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1929_0040	Chemistry	Chemistry	Chemistry	1929	1920	1900	1900	T. P. Hilditch,D. Sc.|N. L. Vidyarthi|E. F. Armstrong,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
106862	Earth Sciences	Earth Sciences	Earth Sciences	1791	1790	1750	1700	James Rennell	Philosophical Transactions of the Royal Society of London
rspl_1898_0143	Biology	Chemistry	Biology	1898	1890	1850	1800	Professor A. B. Macallum|Professor Sherrington,F. R. S.	Proceedings of the Royal Society of London
rspa_1955_0248	Physics	Physics	Physics	1955	1950	1950	1900	M. De|Sir K. S. Krishnan,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspl_1887_0062	Earth Sciences	Earth Sciences	Earth Sciences	1887	1880	1850	1800	T. G. Bonney,D. Sc.,LL. D.,F. R. S.	Proceedings of the Royal Society of London
rspa_1959_0130	Chemistry	Chemistry	Chemistry	1959	1950	1950	1900	H. M. Frey|Sir Cyril Hinshelwood,P. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1962_0071	Biology	Biology	Medicine	1962	1960	1950	1900	T. Moore|R. A. Morton,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1937_0198	Chemistry	Chemistry	Chemistry	1937	1930	1900	1900	William A. Bone,D. Sc.,F. R. S.|J. E. Carruthers,B. Sc.,Ph. D. (Beit Research Fellow)	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rstb_1984_0115	Medicine	Biology	Biology	1984	1980	1950	1900	R. J. Howard|S. Cohen,F. R. S.|G. A. M. Cross,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rsbm_1942_0015	Engineering and Technology	Engineering and Technology	Engineering and Technology	1942	1940	1900	1900	Robert Dowson|George Gerald Stoney	Obituary Notices of Fellows of the Royal Society
rsta_1976_0023	Engineering and Technology	Engineering and Technology	Engineering and Technology	1976	1970	1950	1900	L. S. D. Morley|E. H. Mansfield,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rstb_1991_0035	Biology	Biology	Biology	1991	1990	1950	1900	Graham Bell|Vassiliki Koufopanou|P. H. Harvey|L. Partridge|T. R. E. Southwood	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1978_0207	Physics	Physics	Physics	1978	1970	1950	1900	B. D. Bramson|R. Penrose,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rstb_1974_0038	Biology	Biology	Biology	1974	1970	1950	1900	J. A. Allen|Jill F. Turner|Sir Maurice Yonge,F. R. S. |C. M. Y.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rstb_1979_0027	Biology	Biology	Biology	1979	1970	1950	1900	C. B. Frith|D. R. Stoddart|T. S. Westoll,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1906_0004	Astronomy	Astronomy	Astronomy	1906	1900	1900	1900	H. F. Newall,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1968_0059	Engineering and Technology	Engineering and Technology	Engineering and Technology	1968	1960	1950	1900	R. Schnurmann|R. S. Johnson|M. J. Lighthill,Sec. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsnr_1981_0008	Biology	Biology	Biology	1981	1980	1950	1900	Rose Scott-Moncrieff (Mrs O. M. Meares)	Notes and Records of the Royal Society of London
rspa_1925_0113	Physics	Physics	Physics	1925	1920	1900	1900	G. H. Henderson,Ph. D.|Prof. Sir E. Rutherford,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1927_0108	Physics	Physics	Physics	1927	1920	1900	1900	O. W. Richardson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1967_0057	Biology	Biology	Biology	1967	1960	1950	1900	K. A. Chowdhury |R. D. Preston,F. R. S.|R. K. White	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspb_1987_0044	Biology	Biology	Biology	1987	1980	1950	1900	M. J. Hawken|A. J. Parker|H. B. Barlow,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1964_0156	Humanities	Humanities	Humanities	1964	1960	1950	1900	G. De Santillana	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1977_0131	Physics	Physics	Physics	1977	1970	1950	1900	P. C. W. Davies|W. G. Unruh|R. Penrose,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspb_1987_0023	Biology	Biology	Biology	1987	1980	1950	1900	B. Matsumoto|D. M. Defoe|J. C. Besharse|B. B. Boycolt,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
106036	Earth Sciences	Earth Sciences	Earth Sciences	1772	1770	1750	1700	T. Barker	Philosophical Transactions (1683-1775)
102386	Humanities	Humanities	Humanities	1695	1690	1650	1600	Mr. Thorseby|Tho Gale	Philosophical Transactions (1683-1775)
106934	Medicine	Medicine	Medicine	1797	1790	1750	1700	William Hyde Wollaston	Philosophical Transactions of the Royal Society of London
105536	Astronomy	Astronomy	Astronomy	1764	1760	1750	1700	Samuel Dunn	Philosophical Transactions (1683-1775)
112392	Biology	Biology	Biology	1868	1860	1850	1800	W. Kitchen Parker	Proceedings of the Royal Society of London
rsta_1986_0077	Earth Sciences	Earth Sciences	Earth Sciences	1986	1980	1950	1900	E. R. Ivins|G. A. Lygenza|D. P. McKenzie,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
111546	Physics	Physics	Physics	1857	1850	1850	1800	A. W. Hofmann	Proceedings of the Royal Society of London
rspb_1980_0101	Biology	Biology	Biology	1980	1980	1950	1900	Lynne K. Mews|D. C. Smith,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rsta_1969_0035	Mathematics	Mathematics	Mathematics	1969	1960	1950	1900	H. Davenport,F. R. S. |D. J. Lewis	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
108541	Mathematics	Mathematics	Mathematics	1852	1850	1850	1800	M. O&apos,Brien	Philosophical Transactions of the Royal Society of London
rstb_1975_0053	Biology	Biology	Biology	1975	1970	1950	1900	O. W. Wiebkin|Helen Muir|D. H. Leaback|R. A. Stockwell|Dame Honor Fell,F. R. S. |J. T. Dingle	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1906_0075	Astronomy	Astronomy	Physics	1906	1900	1900	1900	Professor F. W. Dyson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1972_0024	Physics	Physics	Physics	1972	1970	1950	1900	N. G. Pace|G. A. Saunders|A. R. Ubbelohde,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1966_0007	Physics	Astronomy	Astronomy	1966	1960	1950	1900	F. D. Kahn|I. Lerche|Sir Bernard Lovell,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1980_0008	Earth Sciences	Earth Sciences	Earth Sciences	1980	1980	1950	1900	J. R. Curray|Sir Peter Kent,F.R.S.|A. S. Laughton F.R.S.|D. G. Roberts|E. J. W. Jones	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
111467	Chemistry	Chemistry	Chemistry	1857	1850	1850	1800	Aug. W. Hofmann	Proceedings of the Royal Society of London
rspa_1981_0127	Physics	Physics	Physics	1981	1980	1950	1900	J. H. Duncan|M. S. Longuet-Higgins,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1958_0174	Physics	Physics	Physics	1958	1950	1950	1900	J. M. Baker|B. Bleaney,F. R. S.|W. Hayes	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
105675	Medicine	Medicine	Medicine	1761	1760	1750	1700	Charlton Wollaston	Philosophical Transactions (1683-1775)
rspb_1966_0096	Biology	Biology	Biology	1966	1960	1950	1900	Brigitte A. Askonas|A. R. Williamson|R. R. Porter,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1948_0131	Computer Science	Computer Science	Computer Science	1948	1940	1900	1900	F. C. Williams	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1959_0076	Mathematics	Mathematics	Mathematics	1959	1950	1950	1900	J. D. Weston|W. W. Rogosinski,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1978_0029	Earth Sciences	Earth Sciences	Earth Sciences	1978	1970	1950	1900	Susan Howells|M. J. O\amp,apos,Hara|G. M. Brown,F. R. S.|M. J. O&apos,Hara|E. R. Oxburgh	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsta_1993_0034	Physics	Astronomy	Earth Sciences	1993	1990	1950	1900	N. M. Harwood|G. G. Swinerd	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
rspl_1886_0099	Physics	Physics	Physics	1886	1880	1850	1800	G. H. Darwin,M. A.,LL. D.,F. R. S.	Proceedings of the Royal Society of London
111826	Physics	Physics	Physics	1854	1850	1850	1800	T. A. Hirst	Proceedings of the Royal Society of London
110078	Astronomy	Astronomy	Astronomy	1815	1810	1800	1800	J. Brinkley	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
102161	Chemistry	Chemistry	Chemistry	1685	1680	1650	1600	Mr. Leewenhoeck	Philosophical Transactions (1683-1775)
112158	Medicine	Medicine	Medicine	1865	1860	1850	1800	Benjamin Ward Richardson	Proceedings of the Royal Society of London
111232	Biology	Biology	Biology	1850	1850	1850	1800	M. Georges Ville	Abstracts of the Papers Communicated to the Royal Society of London
rspb_1906_0041	Biology	Biology	Biology	1906	1900	1900	1900	R. D. Keith,M. A.,M. D.|Leonard Hill,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspl_1893_0029	Physics	Physics	Physics	1893	1890	1850	1800	A. W. Reinfold,M. A.,F. R. S.|A. W. R\#xFC,cker,M. A.,F. R. S.	Proceedings of the Royal Society of London
rstb_1989_0095	Biology	Biology	Earth Sciences	1989	1980	1950	1900	A. J. Charig|M. J. Benton|J. -J. Jaeger|G. B. J. Dussart|L. B. Halstead|W. G. Chaloner,F. R. S. |A. Hallam	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rsbm_1967_0017	Humanities	Humanities	Humanities	1967	1960	1950	1900	C. F. Schmidt|Alfred Newton Richards	Biographical Memoirs of Fellows of the Royal Society
rsnr_1964_0004	Medicine	Medicine	Medicine	1964	1960	1950	1900	William R. Le Fanu|Sir Benjamin Brodie,F. R. S.	Notes and Records of the Royal Society of London
rspa_1990_0060	Physics	Physics	Engineering and Technology	1990	1990	1950	1900	J. F. Clarke,F. R. S.|D. R. Kassoy|N. E. Meharzi|N. Riley|R. Vasantha	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
110933	Biology	Biology	Biology	1843	1840	1800	1800	John Bishop	Abstracts of the Papers Communicated to the Royal Society of London
rspa_1928_0056	Physics	Physics	Physics	1928	1920	1900	1900	P. A. M. Dirac|R. H. Fowler,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspl_1893_0044	Physics	Physics	Physics	1893	1890	1850	1800	F. T. Trouton|Professor Fitzgerald,F. R. S.	Proceedings of the Royal Society of London
109938	Medicine	Medicine	Biology	1815	1810	1800	1800	Arthur Jacob	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspb_1967_0058	Biology	Engineering and Technology	Biology	1967	1960	1950	1900	D. W. Batteau|H. E. Huxley,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspl_1886_0016	Biology	Biology	Biology	1886	1880	1850	1800	Alice Johnson|Lilian Sheldon|Professor M. Foster,Sec. R. S.	Proceedings of the Royal Society of London
rspl_1877_0081	Miscellaneous	Biology	Miscellaneous	1877	1870	1850	1800		Proceedings of the Royal Society of London
rsta_1976_0115	Engineering and Technology	Engineering and Technology	Engineering and Technology	1976	1970	1950	1900	B. F. Brown	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
111781	Earth Sciences	Earth Sciences	Earth Sciences	1854	1850	1850	1800	George B. Airy	Proceedings of the Royal Society of London
rspl_1891_0033	Physics	Astronomy	Engineering and Technology	1891	1890	1850	1800	A. A. Common,LL. D.,F. R. S.	Proceedings of the Royal Society of London
rspa_1987_0036	Physics	Physics	Physics	1987	1980	1950	1900	Sarah J. Miller|K. G. Budden,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
111717	Biology	Medicine	Biology	1859	1850	1850	1800	James Newton Heale	Proceedings of the Royal Society of London
rspa_1981_0095	Physics	Physics	Physics	1981	1980	1950	1900	R. Beig|W. Simon|R. Penrose,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
108397	Physics	Physics	Physics	1851	1850	1850	1800	William Thomson	Philosophical Transactions of the Royal Society of London
rspa_1940_0018	Physics	Physics	Physics	1940	1940	1900	1900	A. D. Misener|J. D. Cockcroft,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rstb_1909_0008	Humanities	Humanities	Humanities	1909	1900	1900	1900	Walter Heape,M. A.,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1993_0123	Medicine	Medicine	Medicine	1993	1990	1950	1900	C. Dye|B. G. Williams	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1966_0211	Physics	Physics	Physics	1966	1960	1950	1900	W. F. Brinkman|R. J. Elliott|R. E. Peierls,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rstb_1993_0154	Biology	Biology	Biology	1993	1990	1950	1900	C. R. Somerville|M. W. Bevan|B. D. Harrison|C. J. Leaver	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1952_0241	Physics	Physics	Engineering and Technology	1952	1950	1950	1900	F. P. Bowden,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1940_0022	Physics	Engineering and Technology	Engineering and Technology	1940	1940	1900	1900	W. A. Wood|P. L. Thorpe|G. W. C. Kaye,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
105390	Astronomy	Astronomy	Astronomy	1759	1750	1750	1700	Mark Day	Philosophical Transactions (1683-1775)
rspb_1975_0101	Biology	Biology	Biology	1975	1970	1950	1900	A. C. Ioannides|G. A. Horridge,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1987_0066	Biology	Biology	Biology	1987	1980	1950	1900	Moya M. Smith|K. S. W. Campbell	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
105386	Biology	Biology	Biology	1759	1750	1750	1700	Peter Collinson	Philosophical Transactions (1683-1775)
rspl_1898_0043	Physics	Physics	Physics	1898	1890	1850	1800	Joseph Larmor,F. R. S.	Proceedings of the Royal Society of London
rspl_1878_0146	Biology	Biology	Biology	1878	1870	1850	1800	Lord Rayleigh,F. R. S.	Proceedings of the Royal Society of London
